,Epoch,Max Epoch,loss,train data accuracy,test data accuracy
0,1,20,0.027249605574707954,20.0,21.86234817813765
1,2,20,0.016194312674818346,38.94736842105263,29.352226720647774
2,3,20,0.012930942555053579,52.526315789473685,30.97165991902834
3,4,20,0.010714994688939631,62.1578947368421,31.983805668016196
4,5,20,0.008118254599762873,72.21052631578948,31.37651821862348
5,6,20,0.006331812599970514,78.63157894736842,33.80566801619433
6,7,20,0.0046616870795537215,85.84210526315789,34.61538461538461
7,8,20,0.0034760535076040267,90.0,31.983805668016196
8,9,20,0.0025846397259311,92.42105263157895,31.983805668016196
9,10,20,0.0018129640014953091,95.21052631578948,32.18623481781376
10,11,20,0.0012923795105686268,97.10526315789474,36.03238866396761
11,12,20,0.0007749244277058699,98.57894736842105,31.37651821862348
12,13,20,0.00047728484630469496,99.6842105263158,32.99595141700405
13,14,20,0.0003027058213478443,99.89473684210526,31.57894736842105
14,15,20,0.00017150155048899278,100.0,34.61538461538461
15,16,20,0.00010667890983847916,100.0,35.82995951417004
16,17,20,7.923634128036611e-05,100.0,34.412955465587046
17,18,20,6.366147056613659e-05,100.0,35.22267206477733
18,19,20,5.079660828031339e-05,100.0,34.81781376518219
19,20,20,4.215381558706701e-05,100.0,34.61538461538461
